269;Erik;Stokes;4515028324;23;824873605;9476
270;Estelle;Ross;45446574985;8;910538991;3040
271;Thomas;Payne;8040120035;73;243601054;4574
272;Don;Lee;73741837831;84;479183159;1722
273;Ella;Herrera;17567629277;6;408153832;4336
274;Rosie;McCoy;6011632534;15;743954142;2579
275;Howard;Gibbs;55485911666;11;707732560;4011
276;Maude;Lewis;99567343871;49;819443173;4226
277;Joel;Drake;73000323753;47;661905811;4363
278;Jackson;Cunningham;76841399993;39;923849326;4558
279;Jesus;Lucas;55968721853;4;731445146;2084
280;Janie;Underwood;62293278832;15;769578435;6073
281;Andre;Rhodes;58126679232;28;679579882;3298
282;Keith;Garrett;21839628001;60;762563512;445
283;Dean;Graham;9263168756;21;209231249;5162
284;Harriet;Ballard;11098795094;55;514291914;1629
285;Andre;Morrison;74620219378;1;255833046;7105
286;Randall;Nash;52250246760;26;337296150;8890
287;Rena;Wright;40993946306;57;112924039;5326
288;Bertha;McCarthy;61054332524;41;953938814;1393
289;Harry;Ross;5385237330;43;820767032;8055
290;Dominic;Casey;37958411140;63;300782409;9986
291;Bess;Miller;76078767745;67;728080095;9566
292;George;Sanders;50476408826;79;947166624;5023
293;Alice;Lopez;51239620078;65;35841880;5086
294;Rosalie;Hughes;57361219776;70;207977585;1494
295;Annie;Hawkins;40511119450;57;765077579;1043
296;Flora;Walsh;99762980693;22;534525029;4034
297;Ruth;Tyler;25220461617;67;930696924;8368
298;Benjamin;Walsh;88745809795;96;573602848;5348
299;Floyd;Rice;3989443391;98;574748668;6709
300;Elva;Gonzales;78550857884;31;266050740;2550
301;Stella;Rowe;35966961001;74;22722013;4407
302;Lulu;Waters;92840208340;49;530139871;1654
303;Jayden;Adkins;32227934773;44;113859786;8482
304;Sarah;Kelly;35759209693;67;644155404;5040
305;Etta;Drake;4136026073;76;573095226;5655
306;Ian;Ingram;47526030542;80;341138419;6298
307;Cecelia;Reed;69051921772;91;800994341;3032
308;Louisa;Bailey;67337009681;61;767610809;392
309;Jason;Berry;79474097589;94;191200081;8083
310;Rosalie;Cain;19700367697;39;922801631;6250
311;Annie;Casey;52235465083;2;120148621;2966
312;Leon;Cortez;68119934102;11;937603868;3933
313;Dean;Brewer;67766227549;98;203926602;3759
314;Ida;Dennis;56188423754;23;892650121;1495
315;Ricky;Bowers;78479694281;45;943946610;8524
316;George;Thornton;57853395933;66;635289429;1972
317;Jonathan;Diaz;20925034350;64;62785616;9636
318;Effie;Ballard;12948937948;4;478639104;716
319;Winnie;Mann;82732296768;79;706620390;5525
320;Vernon;Ramos;39458193694;48;831054312;9854
321;Lottie;Lucas;83090740552;80;454718496;5080
322;Charlotte;Owens;15086621294;39;53272490;9323
323;Lora;Bass;57117271477;79;488890551;8912
324;Devin;Osborne;76814573496;29;190660232;8477
325;Mina;Harvey;86221047038;30;483525422;1640
326;Lina;Ruiz;15859637218;20;929306181;5668
327;Dora;Barnes;6267743502;87;411865298;3564
328;Chris;Fox;37010417071;61;622050151;7874
329;Olivia;Gross;61376918018;15;769863969;1184
330;Joshua;Valdez;20548268837;43;327415622;9660
331;Isabel;Cain;59645093393;87;1404214;2068
332;Lydia;Wallace;82523348680;83;315824882;5251
333;Anne;Ray;5778151057;86;654903885;7916
334;Willie;Frazier;552890436;24;697462602;6907
335;Clara;Stewart;24075300296;46;578724666;4741
336;Alta;Fernandez;16367633041;6;287096813;997
337;Tommy;Lamb;59939536197;48;392979601;7711
338;Lois;Carpenter;25148536549;94;405988269;4118
339;Henry;Aguilar;80832927167;48;301289715;6040
340;Johnny;Perry;67838306280;22;189028543;1979
341;Bertha;Henderson;31229135959;79;739367296;4570
342;Theodore;Obrien;75245167694;36;128373518;8567
343;Jordan;Norris;33764241631;27;368418033;5445
344;Alta;Bates;86849920490;53;857507991;665
345;Ronald;Gibbs;31060220310;92;66555768;3628
346;Dean;Cole;46544052902;31;363429421;5660
347;Mayme;Lynch;19849490393;60;308572020;57
348;Michael;Watson;15038603036;22;597974435;2597
349;Mamie;Price;6405473128;19;176787220;8068
350;Owen;Jacobs;35729095668;94;571531136;8478
351;Isaac;Barnes;85414545252;87;740265562;8271
352;Blanche;Hicks;76433573152;98;260253601;3674
353;Daniel;Lane;35690044328;31;168382063;4272
354;Virgie;Cole;36432825626;84;724228127;3189
355;Georgia;Cortez;25926779144;53;732274866;242
356;Bertha;Francis;43740884078;41;93672244;8048
357;Augusta;Cohen;77375600500;14;914179223;8558
358;Jean;Terry;40083653468;63;815584916;3879
359;Keith;Collins;84225979284;14;613656226;6116
360;Roxie;Walker;74294002114;97;391589;8605
361;Harold;Chambers;71475657870;96;74607723;5796
362;Adeline;Stanley;34398992496;9;878857357;9098
363;Georgie;Maldonado;25952549011;44;183706358;9731
364;Brett;Hanson;53368901088;53;660929702;1237
365;Lina;Ward;12998582365;23;532230586;2979
366;Ollie;Bishop;51866218752;49;699677576;1506
367;Ophelia;Wells;32945079921;54;680490498;6411
368;Lina;Gill;90244784553;28;694839069;4788
369;Daisy;Bowers;7840531428;38;529126979;3200
370;Juan;Clark;27858939276;77;654974676;7205
371;Andre;Harrison;45433644614;98;605880759;8087
372;Maria;Berry;17518830203;18;84599006;2977
373;Pearl;Ray;89241266880;60;499480769;6855
374;Rodney;Padilla;48699520062;45;106749667;1559
375;Ralph;Clark;4274913984;17;928752712;5620
376;Madge;Sullivan;82787583475;17;233017323;8880
377;Isabella;Estrada;13027312446;17;688104246;8946
378;Bill;Clarke;68519667973;21;432735964;767
379;Marian;Daniel;32232806245;94;67908101;9974
380;Allen;Greer;97542375778;62;357869233;8050
381;Dollie;Doyle;27009631942;97;111954994;8839
382;Alice;Padilla;22472770145;20;662393946;7771
383;Lela;Ray;13413737112;9;721261496;9552
384;Sophia;McCormick;87201501669;78;705363653;3903
385;Eula;Simpson;25446093041;19;180745328;9599
386;George;Williamson;32239252801;94;849355032;1360
387;Lee;Davidson;24667993586;22;421113451;7914
388;Isaac;Lambert;25224807299;8;419967534;4873
389;Lester;Watson;92394004466;44;227294770;19
390;Curtis;Joseph;55434659835;23;969703738;96
391;Micheal;Fields;46498973354;80;30959292;4229
392;Brent;Patrick;7192366616;5;479521109;5570
393;Kyle;Little;55907129599;90;25680716;2312
394;Margaret;Weber;52094195619;92;623300165;4451
395;Henry;Young;87923007568;5;189247992;2865
396;Dylan;Floyd;3894932236;51;929992592;8486
397;Marion;Quinn;3030184684;26;45423572;6237
398;Minnie;Pratt;1867152674;26;981842356;1802
399;Raymond;Schwartz;52087483332;99;572933306;2727
400;Jeffrey;Rodriquez;13900329059;83;156073463;1598
401;Ronald;Moran;32276337528;65;313227920;2469
402;Ricardo;Sullivan;21903749678;3;226517622;3390
403;Elva;Bowen;94370259296;43;975365996;3750
404;Fred;Silva;51801015396;47;310636046;10000
405;Harry;Blake;35619724297;48;476472258;9870
406;Leo;Lopez;57628571212;76;820765457;3155
407;Leo;Meyer;89896542926;90;19109291;3594
408;Christina;Neal;67249686660;35;607907021;5870
409;Antonio;Anderson;30653093779;12;366892508;5961
410;Gordon;Day;77228647337;70;861166127;8615
411;Sam;Romero;78618928964;28;36416429;5347
412;Eliza;Foster;22420550980;11;607961711;8744
413;Elnora;Webster;64082069696;36;525479833;7717
414;Mable;Carter;46118056204;87;905981309;1026
415;Catherine;Freeman;23171044032;41;252957346;3840
416;Lilly;Quinn;37275984241;14;981876733;3734
417;Austin;Pratt;13931771359;30;745952686;9010
418;Lester;Jensen;6606485239;67;649081316;8621
419;Richard;Cross;79218316045;73;809784059;3697
420;Iva;Alvarez;46883635398;6;697837027;3059
421;Sue;Elliott;96936273701;31;247485288;4207
422;Isabel;Wilson;92502882004;13;999713629;7589
423;Tyler;Gray;62739728685;61;492145280;8514
424;Jerry;Luna;80753733415;47;773868632;4258
425;Lois;White;94283110707;54;181881228;5924
426;Matilda;Alexander;29259742010;2;947849272;7711
427;Gary;Griffith;67807055615;88;348020010;2096
428;Marguerite;Ramos;92085177897;64;561014628;2942
429;Jimmy;Howard;93220211190;6;674562520;5743
430;Ada;Stevenson;9749859955;30;966629199;4861
431;Randy;McCormick;85092180602;37;116449172;5874
432;Devin;Ferguson;51452812360;6;215169031;9696
433;Josie;Scott;1602306340;98;949957428;6526
434;Nell;Reynolds;74742884250;94;43115787;2294
435;Marguerite;Pierce;21784541444;30;529841829;2735
436;Derek;Waters;80566183917;80;223560062;7982
437;Jesse;Barnett;44327853937;33;928116958;9753
438;Roy;Ramirez;63612883326;76;417848434;7904
439;Rodney;Manning;65897593991;61;41735444;2129
440;Maggie;Garza;95887619890;71;108248386;1050
441;Sam;Patrick;54605526409;79;640482281;823
442;Troy;Burke;53999015764;22;805830888;6284
443;Alexander;Hayes;77592213721;76;353403150;9452
444;Hallie;Cobb;81323753928;93;264079025;6221
445;Lucille;Reeves;15727735159;70;417774284;8383
446;Ralph;Haynes;81940459058;10;133223533;855
447;Mae;Garza;40569878511;28;224019093;2401
448;Danny;Daniel;60402959007;54;898368467;5493
449;Dale;Ortega;81687767122;1;736718111;7056
450;Leonard;Meyer;17192993836;36;256363707;5077
451;Ethan;Richards;54993675327;78;962375756;5777
452;Craig;Curry;83665011148;28;210572940;3395
453;Ora;Cooper;65829596260;96;679696330;4331
454;Rosie;Flowers;6813737116;66;842294880;7679
455;Lucy;Newman;27315624105;54;530981168;726
456;Mattie;Tyler;6367880753;22;787353279;3782
457;Frederick;Berry;67852522109;90;347244940;8085
458;Jorge;Lloyd;82672730514;21;29329856;7860
459;Leona;Buchanan;10536554719;43;625185942;8217
460;Jeanette;Wong;56344440614;37;897679700;3312
461;Eric;Bass;60750528751;26;58068798;2488
462;Darrell;Sanders;50605777173;82;338307848;4684
463;Isabella;Carter;87063776023;16;620058859;8010
464;Adeline;Peters;74339326102;75;456003020;1074
465;Callie;Long;28770240117;36;374768986;6993
466;Delia;Osborne;72867428749;75;175994491;6764
467;Georgie;Parsons;36292628311;81;710973576;9836
468;Alex;Park;66977649181;46;308005743;6732
469;Wesley;Atkins;37832657567;33;92055802;1532
470;Gene;Rivera;14050127702;76;536971201;8906
471;Phillip;Martin;31747888775;45;957184956;8089
472;Nora;Hoffman;10500954786;92;409606969;2679
473;Nelle;McKenzie;37223033879;2;406371238;9088
474;Evan;Newton;12651777076;47;919252257;6804
475;Evelyn;Burton;2393091065;80;718150424;7770
476;Steven;Garrett;69057058152;13;747351656;5037
477;Todd;Medina;31390163117;74;347475067;5859
478;Don;Parsons;11264746878;40;339979766;8569
479;Gordon;Morrison;58476532442;86;409173534;5368
480;Gussie;Frazier;46482041356;8;845231889;937
481;Milton;Rodriguez;35681874316;42;714230966;6686
482;Genevieve;Pope;25631126577;82;276120670;9891
483;Carl;Adams;20882350292;13;680655873;5116
484;Mario;Baldwin;47054769084;84;551631218;5351
485;Earl;Fuller;51075490195;27;82887743;2974
486;Irene;Vega;47867322827;50;787613945;6588
487;Juan;Lucas;65704111629;36;516504116;1236
488;Hilda;Mack;79261381984;39;411535931;531
489;Minnie;Logan;9532633084;65;153008577;271
490;Ann;Gibson;60065943460;34;296603325;2381
491;Frank;Knight;76471363607;27;611183560;8427
492;Mattie;Hogan;49572449879;83;307771644;5440
493;Fanny;Bailey;44113512727;18;882926096;2657
494;Alex;Berry;67231184246;42;632523838;2703
495;Maud;Clarke;35581096623;98;908723721;6868
496;Evelyn;Frank;68051829921;56;149136567;9996
497;Lewis;Miles;40800754654;37;629927833;2122
498;Carl;Sullivan;38860833155;16;681005966;7405
499;Phillip;Thornton;1867841397;91;732142712;6028
500;Ellen;Burke;27322277072;55;53113874;4991
501;Lora;Garcia;20962769652;81;300339039;174
502;Edwin;Rios;440439522;86;219754426;5024
503;Nina;Graves;16119488667;48;819496192;8511
504;Effie;Johnston;95861573115;27;783036136;7441
505;Lucile;Dennis;84824938834;15;499063843;9583
506;Willie;Griffith;32557153796;73;175822804;2700
507;Hettie;Crawford;12300401562;16;901103250;9929
508;Ivan;Burgess;79884485802;87;193919665;4634
509;Johnny;Page;64644850300;3;595956243;2570
510;Maude;Day;53380208213;53;989431466;6071
511;Lucy;Gibbs;10930422622;5;665973470;310
512;Bettie;Blake;36915862345;51;110791927;9640
513;Luke;Kelly;8282658289;47;455027934;6321
514;Annie;Strickland;82811592329;45;436952639;509
515;Russell;Love;56872220704;30;407826254;7890
516;Jessie;Webb;97881297779;66;5818849;3872
517;Ella;Manning;9276492564;26;34186460;3683
518;Lettie;Patton;6576385094;41;111903800;7199
519;Genevieve;Hicks;59518046951;6;584316080;881
520;Brett;Garcia;38830508166;54;641595214;2382
521;Ivan;Morgan;35395396726;13;304193169;3326
522;Bess;Francis;2834627327;16;557244374;2112
523;Mathilda;Medina;56382612255;36;1161685;7465
524;Abbie;Sherman;78652668865;35;586463072;5150
525;Ethan;Waters;6562636910;33;706689806;1908
526;Bradley;Rodriquez;88575565135;11;978507074;8334
527;Barry;Norris;4899529416;62;826441982;2189
528;Ricardo;Chambers;55375356243;0;66148101;2452
529;Elizabeth;Green;67184904120;24;432817809;9262
530;Aiden;Washington;86559652553;24;854488285;8814
531;Georgie;Morris;89475992294;94;890955147;8052
532;Lily;McCoy;77331489745;98;704040506;477
533;Ronald;May;1611938492;30;131858434;907
534;Jack;Lee;8096991600;19;124667315;701
535;Noah;Davidson;65227178543;6;137483189;3991
536;Randall;Wagner;91976046365;55;518678913;3175
537;Nellie;Carter;43865353110;80;387364628;9149
538;Isaac;Sullivan;31511982516;84;694250951;2528
539;Earl;Gibson;61985017937;17;846837627;9882
540;Mary;Stewart;82996871753;56;717470273;8800
541;Birdie;Norton;61708421533;15;265778425;6228
542;Lawrence;Reyes;50123363078;92;605289056;2754
543;Nathan;McDaniel;31017684240;3;582310573;9003
544;Leon;Snyder;54096149515;50;776393830;8755
545;Daniel;Lindsey;90983194478;54;680996412;6149
546;Emma;Davis;26889354582;91;214044133;2318
547;Mae;Parks;27514774426;7;814517497;9955
548;Lottie;Brown;17945746626;26;720047346;5874
549;Mathilda;Patterson;77685370501;8;545207145;9650
550;Randy;Cummings;85582423251;1;295732279;6448
551;Nell;Collins;18576747516;90;881253814;3495
552;Cordelia;Clark;9739968541;83;66613029;8168
553;Nelle;Schmidt;38995463970;92;251840839;4842
554;Theresa;Holmes;73622847253;51;491434796;9187
