311;Nancy;Jenkins;11/28/2036;7390.85
312;Eugenia;McCarthy;07/28/2032;5140.67
313;Allen;Vargas;02.03.2067;4515.02
314;Mae;Sherman;09.09.1995;1214.10
315;Troy;Adkins;05/31/2013;5045.29
316;Frances;Summers;06.05.2033;9102.31
317;Frances;Hunt;12.03.1980;3069.93
318;Austin;Richardson;10.06.1950;1318.52
319;Catherine;McBride;01.11.2025;7053.06
320;Ruby;Zimmerman;10.04.1903;3414.15
321;Leonard;Rodriguez;08/29/1947;8909.10
322;Jimmy;George;02/13/1903;8990.84
323;Ethan;Franklin;09/15/2070;2864.69
324;Ann;Stephens;03.06.2029;7903.80
325;Francisco;Campbell;03/18/1918;2974.01
326;Nathan;Robbins;10/15/2034;5091.23
327;Martin;Dawson;04.12.1944;7696.75
328;Martha;Goodman;06/18/1955;9884.23
329;Isaiah;Ortiz;01/28/1920;8539.02
330;Victor;Lindsey;06/21/1911;9066.03
331;Robert;Bailey;07.02.2055;3548.87
332;Isaiah;Reeves;01/23/1911;8671.70
333;Frank;Bradley;05/21/1944;4906.04
334;Christopher;Richards;01.12.2017;7956.40
335;Ronald;Coleman;10/13/1969;7118.70
336;Owen;Griffith;02/16/1972;4024.09
337;Kate;Bell;05/25/2051;2234.47
338;Edna;Scott;08/13/1982;7941.71
339;Trevor;Patrick;02/20/2037;7090.41
340;Raymond;Nash;06/26/2054;9423.96
341;Ida;Jimenez;09.11.1935;2882.20
342;Justin;Nunez;06/30/1911;8474.49
343;Harry;Lopez;04.03.2052;9763.80
344;Vincent;Curry;09/19/1906;7940.61
345;Mitchell;Brock;08/13/1932;7019.13
346;Lida;Beck;05.04.2055;4101.92
347;Leona;Miles;06.01.1914;9961.63
348;Ola;Goodman;02/23/2005;3820.23
349;Lester;Farmer;02.01.2033;6119.66
350;Maud;Simmons;09/18/2047;2009.17
351;Mamie;Garza;09.03.1906;4098.29
352;Allen;Gonzales;02/24/1926;6434.82
353;Loretta;Joseph;10/15/1973;1592.39
354;Terry;Ramsey;11/21/1948;7975.75
355;Glenn;Taylor;06/14/2015;2720.49
356;Dean;Jimenez;10/29/2027;8565.47
357;Chad;Potter;08/26/1960;3558.05
358;Dora;George;05/28/1945;6077.04
359;Olivia;Evans;04.03.2021;9270.62
360;Daisy;Stevenson;02.03.2046;9643.51
361;Marguerite;Daniels;09/18/1937;4416.78
362;Ryan;Martinez;09.10.2006;8880.45
363;Sophia;Spencer;04/20/2027;1435.30
364;Marie;Cannon;08.08.2049;6629.67
365;Jessie;Powell;11.04.1990;2008.27
366;Herman;Castro;10.11.2051;4003.00
367;Jorge;Ramos;06/18/1973;2956.46
368;Mabelle;Warren;07/30/1938;5526.49
369;Ruth;Fields;08/25/2005;3072.96
370;Frank;Cox;12/27/2051;2817.10
371;Edwin;Rice;07/23/1943;7447.10
372;Jeremiah;Haynes;01/14/2014;5492.17
373;Dora;Reid;12.04.1934;6310.45
374;Bruce;Marshall;03/20/2051;2474.14
375;Adeline;Bell;12.08.1913;4597.22
376;Lilly;Nash;11/30/1927;7848.72
377;Estella;Mason;08/25/2039;6229.18
378;Josephine;Singleton;12/27/1945;2717.99
379;Jackson;Bishop;03/31/2028;9417.72
380;Jim;Gill;08.06.2024;7995.43
381;Anthony;Parks;10/17/1960;9977.13
382;Rachel;Cook;10/29/1903;1965.93
383;Ray;Simon;07.08.1905;6956.49
384;Marion;Valdez;10/14/1986;7373.32
385;Ella;Carter;04/13/2009;7174.27
386;Oscar;Sims;11.05.2018;1006.83
387;Travis;Barker;07.12.2062;8183.86
388;Ronald;Bush;05/31/2051;8939.69
389;Verna;Briggs;09/16/2068;2767.03
390;Richard;Swanson;04/29/1936;6444.21
391;Mayme;Franklin;10/31/1939;8971.64
392;Mike;Harrington;10/29/1931;3657.07
393;Jeanette;Hall;08/25/1993;6048.43
394;Lina;Graves;09/30/2010;9664.33
395;Alan;Jacobs;08/17/1934;4639.41
396;Georgia;Adams;03/27/2017;6394.53
397;Philip;Wheeler;10/19/1900;9429.09
398;Peter;Thomas;08.11.2051;4338.16
399;Clara;Lambert;03.01.1959;5991.32
400;Dominic;Gibson;12/13/2006;1611.95
401;George;Leonard;04/22/1998;2490.93
402;Stella;Benson;07.11.1935;7951.82
403;Ina;Moss;02.07.2050;9495.49
404;Leonard;Ward;10/19/1947;7878.60
405;Bobby;Williamson;09/13/2061;4685.13
406;Daniel;Peterson;01.03.2027;6134.40
407;Kenneth;Luna;01.06.1913;6426.40
408;Kathryn;Harvey;05.02.2010;3175.72
409;Rebecca;Conner;09/27/2039;8967.83
410;Ann;Harrington;02/15/1943;9068.42
411;Henry;McBride;08.05.1945;8072.15
412;Ollie;Mathis;09.01.1962;5165.14
413;Frances;Vargas;06/15/2061;8956.63
414;Flora;Wise;10/24/1972;8501.03
415;Helen;Mathis;05/19/2041;2193.15
416;Ada;Tran;02/27/1980;9956.72
417;Delia;McCarthy;04/17/2002;4694.61
418;Blanche;Harris;06/18/2009;3569.74
419;Antonio;Rose;11.07.2012;9131.30
420;Howard;Porter;11/14/1983;3177.88
421;Eunice;Alexander;09/14/1973;1992.40
422;Susie;Rodriquez;07/19/2055;5680.55
423;Nellie;Thornton;11.11.2000;7108.04
424;Agnes;Rogers;01/20/2034;6522.09
425;Nina;Frank;10/31/1955;2511.88
426;Cora;Horton;01/27/2016;5806.05
427;Jackson;Jacobs;02.05.1994;8190.17
428;Jorge;Williams;10/26/1912;2799.58
429;Marion;Greene;08/31/2066;1285.93
430;Austin;Gutierrez;05/31/1912;2697.89
431;Luis;Gill;03/20/1942;7056.64
432;Mayme;Gregory;03.03.1979;8333.47
433;Howard;Brooks;02/21/2045;1500.56
434;Walter;Morgan;05.09.2028;2602.38
435;Amy;Wagner;02/18/2019;5225.42
436;Ruby;Gray;08/25/1927;9436.39
437;Garrett;Newman;02/28/2038;3850.74
438;Etta;Hunt;02/27/2034;8009.88
439;Raymond;Davidson;01/28/1975;3828.57
440;Francis;Lindsey;01/24/1963;2722.80
441;Susie;Reid;04/16/2042;5677.96
442;Kevin;Wagner;02/13/2053;8145.93
443;Augusta;Robertson;07.09.2010;9510.59
444;Alejandro;Frank;11/22/1994;9992.02
445;Carl;Garner;03.05.2045;5146.16
446;Garrett;Carlson;09/15/1920;2869.34
447;Cora;Ray;07.08.1936;6447.69
448;Jeremiah;Fuller;02.03.2024;6749.54
449;Bruce;Malone;12/20/1951;3658.24
450;Ethan;Mitchell;05/17/1983;3891.94
451;Cecelia;Manning;07.06.1928;7406.40
452;Iva;Armstrong;03/31/1977;9460.38
453;Anne;Wade;03.04.2032;5636.08
454;Nettie;Lane;07/21/1972;6476.75
455;Charles;Rice;05/31/1998;8410.28
456;Blanche;McBride;10.05.1980;6288.29
457;Mae;Quinn;12.09.2024;8046.92
458;Jeffrey;Peters;07/31/2042;4870.49
459;Travis;Silva;07/19/2066;9441.00
460;Effie;Martinez;09/29/1957;9206.35
461;Flora;Schwartz;11.09.2004;7647.98
462;Lester;Cross;11/13/1983;5271.03
463;Cynthia;Soto;01/30/1928;1437.40
464;Eva;Graham;05.02.1924;2789.88
465;Millie;Chambers;10.04.2045;2630.78
466;Mabel;Sims;10/25/1979;4909.95
467;Abbie;Dean;06.10.1964;3741.19
468;Bessie;Bates;03/16/2037;8985.16
469;Henrietta;Santiago;12/22/1938;5405.57
470;Miguel;Wheeler;04/18/1968;5070.84
471;Ronnie;Barton;12.06.1930;7519.65
472;Peter;Jones;01/18/1980;5476.20
473;Mitchell;Newman;08.01.1974;2708.80
474;Charlie;Kelly;08/16/2032;6745.59
475;Francis;Cooper;07.08.2063;8916.10
476;Max;Fowler;06/23/1998;2887.54
477;Dora;Hunt;06/20/2048;4149.49
478;Rosetta;Burns;12/18/2014;4547.70
479;Ora;Norton;12/18/1945;3076.23
480;Walter;Turner;04/16/2028;5971.31
481;Dennis;Gibbs;04/23/2014;8027.77
482;Hester;Craig;11/19/2054;8447.13
483;Phillip;Holt;05.09.1924;7968.65
484;Emily;Oliver;07.05.1930;7276.59
485;Wesley;Oliver;02/14/1960;3776.25
486;Raymond;Matthews;06/14/1927;1992.54
487;Dale;Norris;04/21/2019;6386.83
488;Warren;Goodman;10/18/1930;3991.99
489;Polly;Morales;03.02.1986;6790.92
490;Landon;Price;09/22/1959;2714.63
491;Walter;Carroll;07/27/1972;3545.51
492;Myrtie;Doyle;12.05.2047;8696.91
493;Mayme;Quinn;06.08.1960;4359.49
494;Mittie;Alvarez;12/14/1987;1778.13
495;Cory;Norton;12/19/2065;6804.05
496;Minerva;Welch;06/16/1972;5976.80
497;Nell;Cobb;02/27/1975;3225.27
498;Robert;Meyer;06.04.1955;8323.18
499;Dale;Luna;08/29/1919;9272.02
500;Adele;Hale;03/13/2032;3235.19
501;Lucile;Hayes;12/19/1906;6358.71
502;Florence;Lewis;02.11.2016;3414.62
503;Don;Page;08.12.2015;8546.12
504;Jesus;Delgado;03/21/1985;8893.67
505;James;Ray;12.09.1960;4853.12
506;Minnie;Rogers;04.10.1913;3412.27
507;Myrtle;Yates;02.12.2022;5329.12
508;Matilda;Lawrence;12/26/1951;3515.58
509;Susan;Payne;01/26/1995;6593.88
510;Clarence;Pearson;02.01.1902;3289.30
511;Chris;Rivera;04/13/1902;8651.16
512;Dollie;Dean;05/22/1908;2055.13
513;Violet;Briggs;03/20/2067;3804.26
514;Joel;Roy;07/28/1973;6593.64
515;Phoebe;Woods;12/15/1939;2116.79
516;Benjamin;Holland;04/23/2067;3187.40
517;Mario;Foster;02/24/1938;3174.30
518;Lizzie;Shaw;09.05.2022;4081.86
519;Isaiah;Nichols;09.07.2054;9604.80
520;Kevin;Parker;10/13/2050;7270.23
521;Bessie;King;05/29/1919;6877.92
522;Olivia;Mason;03/16/1982;2648.06
523;Oscar;Simpson;06/13/2017;1537.61
524;Blake;Cunningham;06.08.1911;8954.51
525;Connor;Bowman;03.03.2012;1852.53
526;Elnora;Burns;02/27/1970;2775.42
527;Lydia;Graham;02/27/2040;7394.72
528;Christian;Graham;04.04.2009;2970.40
529;Chase;Neal;07/30/1978;1308.26
530;Viola;Morgan;01.01.1975;1834.82
531;Edna;Williamson;05/19/1982;2547.02
532;Jordan;Burke;07.03.2008;3839.00
533;Seth;Farmer;08.08.1973;5743.10
534;Paul;Maxwell;11.11.2023;9960.40
535;Billy;Sandoval;01/18/1912;8024.38
536;Mason;White;08/17/2070;2009.32
537;Gabriel;Greene;09/14/1953;4670.03
538;Richard;Adams;05.03.1972;4359.72
539;Earl;Moran;09.07.2069;2524.34
540;Jacob;Campbell;03.02.1953;5566.48
541;Martin;Stevenson;10.10.2042;5057.92
542;Emma;Frank;03/27/1916;6939.25
543;Alta;James;05/17/2066;4079.19
544;Rachel;Neal;08.02.2000;5959.87
545;Madge;Garner;09/26/1988;7709.05
546;Todd;Drake;01.03.1989;4336.81
547;Ada;Marsh;02.05.1944;4109.76
548;Derek;Wilkins;10/16/2023;6972.03
549;Francis;Sharp;04.07.1989;5565.65
550;Blanche;Burton;03/20/1956;6388.70
551;Ryan;Owens;12/15/1907;7314.24
552;Rosie;Guerrero;04.06.1906;9632.48
553;Sallie;Aguilar;07/30/2070;4952.16
554;Carl;Malone;11.04.2037;2012.78
555;Augusta;Garner;08/23/1959;2691.36
556;Dean;Lee;09/27/1904;2636.71
557;Teresa;Beck;06/13/1987;7092.97
558;Mary;Lindsey;04/27/1956;3680.16
559;Russell;Nash;05/19/1931;7112.34
560;Gregory;Walker;06.10.1910;9403.35
561;Shane;Luna;09/30/1984;8314.86
562;Beatrice;Munoz;09/13/2068;5483.10
563;Hunter;Brown;05/21/1904;9445.31
564;Madge;Nunez;10/27/2009;9645.75
565;Fannie;Franklin;07.06.2017;7689.84
566;Ethel;Terry;08/22/2025;8483.34
567;Emma;Warner;02/15/1908;7184.89
568;Sara;Scott;08/18/1909;8433.62
569;Anthony;Robbins;10/23/2049;1644.12
570;Eliza;Castillo;09/15/1918;1948.20
571;Connor;Henderson;10/21/1943;5565.85
572;Jacob;Carr;08/14/1999;3670.92
573;Elva;Phelps;01.07.1922;1300.66
574;Beatrice;Bailey;08.08.1963;2371.19
575;Virgie;Jordan;09/15/1931;9558.45
576;Harvey;Yates;11/30/1972;5146.40
577;Helen;Chapman;07/14/1981;5484.41
578;Florence;Willis;04/15/1937;1387.09
579;Alice;Hernandez;08.09.1972;6573.20
580;Craig;Hudson;07/14/1945;9163.30
581;Dale;Peterson;05/27/2047;7009.70
582;Olga;Kelly;02.03.2045;6472.91
583;Marion;Hale;06/25/2020;8948.84
584;Edgar;Mack;12.05.2026;2459.72
585;Elva;Osborne;03/17/2053;5116.25
586;Richard;Schwartz;02.11.2016;4733.62
587;Aaron;Webb;04/16/2010;8998.13
588;Nell;Evans;05/14/1978;5508.53
589;Christine;Stewart;10/29/1957;9263.72
590;Eric;Myers;08/24/1991;5206.55
591;Lucy;Rogers;09.03.1939;4133.85
592;Troy;Brady;03/28/1968;2474.87
593;Walter;Lamb;02/19/1904;7893.46
594;Christine;Carroll;12/22/1946;7109.30
595;Elsie;Pearson;03/14/2044;3411.14
596;Harriett;Richards;10/17/1912;9933.53
597;Sean;Warren;05/19/1961;2744.55
598;Charlotte;Gonzales;11.06.1904;1994.24
599;Allie;Barker;02.01.2066;7192.10
600;Francis;Fletcher;07.01.1987;1789.46
601;Millie;Lyons;08/20/2050;2631.48
